author,title,description,url,urlToImage,publishedAt,content,country_code,source_id,source_name
"Fio banka, a.s.","Akciový výhled | Fio banka - Fio banka, a.s.",,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmZpby5jei96cHJhdm9kYWpzdHZpL3pwcmF2eS16LWJ1cnp5LzI4MTIyNC1ha2Npb3Z5LXZ5aGxlZNIBAA?oc=5,,2023-04-26T06:57:00Z,,cz,google-news,Google News
TN.cz,"Premiéra Ivety plná hvězd: Artur dorazil s kráskou v zeleném, zamilovaná Fialová jen zářila | TN.cz - TN.cz",,https://news.google.com/rss/articles/CBMihAFodHRwczovL3RuLm5vdmEuY3ovenByYXZvZGFqc3R2aS9jbGFuZWsvNTAxNTg2LXNsYXZub3N0bmktcHJlbWllcmEtbWluaXNlcmllLWl2ZXRhLXBsbmEtem5hbXljaC10dmFyaS1kb3JhemlsLWktc3luLXplc251bGUtenBldmFja3nSAQA?oc=5,,2023-04-26T06:50:00Z,,cz,google-news,Google News
Živě.cz,Tohle je první fotorealistický počítačový snímek ve vysokém rozlišení. Vznikl před 40 lety v Pixaru - Živě.cz,,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LnppdmUuY3ovY2xhbmt5L3RoZS1yb2FkLXRvLXBvaW50LXJleWVzLWNnaS1zbmltZWstcGl4YXItMTk4My9zYy0zLWEtMjIxOTMyL2RlZmF1bHQuYXNweNIBAA?oc=5,,2023-04-26T06:45:13Z,,cz,google-news,Google News
Sport.cz,"Tohle nesvedl ani Messi! Snil jsem, že dám Realu gól, ale hned čtyři? Šílené, zářil útočník Girony - Sport.cz",,https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5zcG9ydC5jei9jbGFuZWsvZm90YmFsLWxhLWxpZ2EtdG9obGUtbmVzdmVkbC1hbmktbWVzc2ktc25pbC1qc2VtLXplLWRhbS1yZWFsdS1nb2wtYWxlLWhuZWQtY3R5cmktc2lsZW5lLXphcmlsLXV0b2NuaWstZ2lyb255LTQxNTMxNjfSAQA?oc=5,,2023-04-26T06:37:22Z,,cz,google-news,Google News
Novinky.cz,Stanjura zvažuje nové odvody zaměstnanců - Novinky.cz,,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lm5vdmlua3kuY3ovY2xhbmVrL2RvbWFjaS1zdGFuanVyYS16dmF6dWplLW5vdmUtb2R2b2R5LXphbWVzdG5hbmN1LTQwNDI5Nzc10gFcaHR0cHM6Ly93d3cubm92aW5reS5jei9jbGFuZWsvZG9tYWNpLXN0YW5qdXJhLXp2YXp1amUtbm92ZS1vZHZvZHktemFtZXN0bmFuY3UtNDA0Mjk3NzU_YW1wPTE?oc=5,,2023-04-26T06:24:59Z,,cz,google-news,Google News
Aktuálně,Premiéra nového Superbu a Kodiaqu se blíží. Škoda ukázala jejich první fotky - Aktuálně,,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8venByYXZ5LmFrdHVhbG5lLmN6L2Vrb25vbWlrYS9hdXRvL3N1cGVyYi1hLWtvZGlhcS1zaWx1ZXR5L3J-Y2E1ZDdiOWFlMjk1MTFlZDhjNmYwY2M0N2FiNWYxMjIv0gEA?oc=5,,2023-04-26T06:00:47Z,,cz,google-news,Google News
Aktuálně,"Video: Foligno sestřelil Faksu, tomu pomáhali lékaři. Dallas faul na Čecha pomstil - Aktuálně.cz - Aktuálně",,https://news.google.com/rss/articles/CBMihAFodHRwczovL3Nwb3J0LmFrdHVhbG5lLmN6L2hva2VqL25obC92aWRlby1mb2xpZ25vLXNlc3RyZWxpbC1mYWtzdS10b211LXBvbWFoYWxpLWxla2FyaS1kYWxsYXMtZmEvcn5jNjk0NzFkNGUzZjQxMWVkOGM2ZjBjYzQ3YWI1ZjEyMi_SAQA?oc=5,,2023-04-26T05:41:25Z,,cz,google-news,Google News
Tech,"Výsledky Googlu a Microsoftu ukazují, že králem je cloud, ne stolní počítače nebo zábava - Tech",,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vdGVjaC5obi5jei9jMS02NzE5ODU0MC12eXNsZWRreS1nb29nbHUtYS1taWNyb3NvZnR1LXVrYXp1amktemUta3JhbGVtLWplLWNsb3VkLW5lLXN0b2xuaS1wb2NpdGFjZS1uZWJvLXphYmF2YdIBAA?oc=5,,2023-04-26T05:14:00Z,,cz,google-news,Google News
iDNES.cz,"Islanders odmítli vyřazení, k postupu mají blíž Dallas a Edmonton - iDNES.cz",,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LmlkbmVzLmN6L2hva2VqL25obC92eXNsZWRreS1uaGwuQTIzMDQyNl8wNzEzMjhfbmhsX21rctIBAA?oc=5,,2023-04-26T05:13:00Z,,cz,google-news,Google News
heise online,Überhitzte Ryzen-7000-Prozessoren: AMD bezieht Stellung - heise online,,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmhlaXNlLmRlL25ld3MvVWViZXJoaXR6dGUtUnl6ZW4tNzAwMC1Qcm96ZXNzb3Jlbi1BTUQtYmV6aWVodC1TdGVsbHVuZy04OTc5NjI3Lmh0bWzSAQA?oc=5,,2023-04-26T10:15:00Z,,de,google-news,Google News
WELT,Edeka verspricht sinkende Preise bis Jahresende – und schmeißt Pampers raus - WELT,,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LndlbHQuZGUvd2lydHNjaGFmdC9hcnRpY2xlMjQ0OTk5MDU2L0VkZWthLXZlcnNwcmljaHQtc2lua2VuZGUtUHJlaXNlLWJpcy1KYWhyZXNlbmRlLXVuZC1zY2htZWlzc3QtUGFtcGVycy1yYXVzLmh0bWzSAQA?oc=5,,2023-04-26T10:08:59Z,,de,google-news,Google News
tagesschau.de,Verfassungsschutz: Junge Alternative ist erwiesen rechtsextremistisch - tagesschau.de,,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LnRhZ2Vzc2NoYXUuZGUvaW5sYW5kL2p1bmdlLWFsdGVybmF0aXZlLXZlcmZhc3N1bmdzc2NodXR6LTEwMC5odG1s0gEA?oc=5,,2023-04-26T10:00:07Z,,de,google-news,Google News
WELT,Krieg in der Ukraine: ++ Bundeswehr fängt russische Militärflugzeuge ab ++ - WELT,,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LndlbHQuZGUvcG9saXRpay9hdXNsYW5kL2FydGljbGUyNDUwMDQ2MDYvS3JpZWctaW4tZGVyLVVrcmFpbmUtQnVuZGVzd2Voci1mYWVuZ3QtcnVzc2lzY2hlLU1pbGl0YWVyZmx1Z3pldWdlLWFiLmh0bWzSAQA?oc=5,,2023-04-26T09:58:21Z,,de,google-news,Google News
MDR,MDR WISSEN News: Mehr als 30 Minuten Mittagsschlaf erhöht Risiko der Gewichtszunahme - MDR,,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3Lm1kci5kZS93aXNzZW4vbmV3cy90aWNrZXItbmFjaHJpY2h0ZW4tc2llc3RhLW1pdHRhZ3NzY2hsYWYtZ2V3aWNodC16dW5haG1lLWZldHRsZWliaWdrZWl0LTEwMC5odG1s0gFyaHR0cHM6Ly93d3cubWRyLmRlL3dpc3Nlbi9uZXdzL3RpY2tlci1uYWNocmljaHRlbi1zaWVzdGEtbWl0dGFnc3NjaGxhZi1nZXdpY2h0LXp1bmFobWUtZmV0dGxlaWJpZ2tlaXQtMTAwfmFtcC5odG1s?oc=5,,2023-04-26T09:52:00Z,,de,google-news,Google News
NDR.de,Riesiges Loch im Rumpf: Schiff ist mit Windkraftanlage kollidiert - NDR.de,,https://news.google.com/rss/articles/CBMilAFodHRwczovL3d3dy5uZHIuZGUvbmFjaHJpY2h0ZW4vbmllZGVyc2FjaHNlbi9vbGRlbmJ1cmdfb3N0ZnJpZXNsYW5kL1JpZXNpZ2VzLUxvY2gtaW0tUnVtcGYtU2NoaWZmLWlzdC1taXQtV2luZGtyYWZ0YW5sYWdlLWtvbGxpZGllcnQsc2NoaWZmMTM5MC5odG1s0gEA?oc=5,,2023-04-26T09:44:00Z,,de,google-news,Google News
FAZ - Frankfurter Allgemeine Zeitung,Meta-Chatdienst: WhatsApp lässt Account jetzt auf mehreren Smartphones nutzen - FAZ - Frankfurter Allgemeine Zeitung,,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmZhei5uZXQvYWt0dWVsbC93aXJ0c2NoYWZ0L2RpZ2l0ZWMvd2hhdHNhcHAtbGFlc3N0LWFjY291bnQtamV0enQtYXVmLW1laHJlcmVuLXNtYXJ0cGhvbmVzLW51dHplbi0xODg0OTQxNy5odG1s0gF8aHR0cHM6Ly9tLmZhei5uZXQvYWt0dWVsbC93aXJ0c2NoYWZ0L2RpZ2l0ZWMvd2hhdHNhcHAtbGFlc3N0LWFjY291bnQtamV0enQtYXVmLW1laHJlcmVuLXNtYXJ0cGhvbmVzLW51dHplbi0xODg0OTQxNy5hbXAuaHRtbA?oc=5,,2023-04-26T09:18:00Z,,de,google-news,Google News
n-tv NACHRICHTEN,"""Die Scheidungen laufen"": Stefan Mross hat schon wieder eine neue Familie - n-tv NACHRICHTEN",,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3Lm4tdHYuZGUvbGV1dGUvU3RlZmFuLU1yb3NzLWhhdC1zY2hvbi13aWVkZXItZWluZS1uZXVlLUZhbWlsaWUtYXJ0aWNsZTI0MDc5Njk4Lmh0bWzSAQA?oc=5,,2023-04-26T09:06:00Z,,de,google-news,Google News
Braunschweiger Zeitung,Vitamin D: eine sinnvolle Strategie zur Demenzprävention? - Braunschweiger Zeitung,,https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5icmF1bnNjaHdlaWdlci16ZWl0dW5nLmRlL3dpcnRzY2hhZnQvcHJlc3NlcG9ydGFsL2FydGljbGUyMzgyMzUwNzkvVml0YW1pbi1ELWVpbmUtc2lubnZvbGxlLVN0cmF0ZWdpZS16dXItRGVtZW56cHJhZXZlbnRpb24uaHRtbNIBAA?oc=5,,2023-04-26T08:57:50Z,,de,google-news,Google News
HAZ,Bundeswehr: Wunstorfer A400M haben 700 Menschen aus dem Sudan geflogen - HAZ,,https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5oYXouZGUvbG9rYWxlcy9oYW5ub3Zlci9idW5kZXN3ZWhyLXd1bnN0b3JmZXItYTQwMG0taGFiZW4tNzAwLW1lbnNjaGVuLWF1cy1kZW0tc3VkYW4tZ2VmbG9nZW4tT1k0QkUzT001TkdQM0JZQ0JKMzVONEE3NEEuaHRtbNIBngFodHRwczovL3d3dy5oYXouZGUvbG9rYWxlcy9oYW5ub3Zlci9idW5kZXN3ZWhyLXd1bnN0b3JmZXItYTQwMG0taGFiZW4tNzAwLW1lbnNjaGVuLWF1cy1kZW0tc3VkYW4tZ2VmbG9nZW4tT1k0QkUzT001TkdQM0JZQ0JKMzVONEE3NEEuaHRtbD9vdXRwdXRUeXBlPXZhbGlkX2FtcA?oc=5,,2023-04-26T08:55:32Z,,de,google-news,Google News
WEB.DE News,"""Hartz und herzlich""-Star Rudi stirbt kurz nach der Hochzeit mit seiner Nangini - WEB.DE News",,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd2ViLmRlL21hZ2F6aW5lL3VudGVyaGFsdHVuZy90di1zaG93cy9oYXJ0ei1oZXJ6bGljaC1zdGFyLXJ1ZGktdWViZXJyYXNjaGVuZC1nZXN0b3JiZW4tMzgxNDU4ODjSAQA?oc=5,,2023-04-26T08:46:46Z,,de,google-news,Google News
Tagesspiegel,Neue Warnstreiks drohen: Auch dritte Verhandlungsrunde von Bahn und EVG endet ohne Ergebnis - Tagesspiegel,,https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy50YWdlc3NwaWVnZWwuZGUvd2lydHNjaGFmdC9uZXVlLXdhcm5zdHJlaWtzLWRyb2hlbi1hdWNoLWRyaXR0ZS12ZXJoYW5kbHVuZ3NydW5kZS12b24tYmFobi11bmQtZXZnLWVuZGVuLW9obmUtZXJnZWJuaXMtOTcyMTE4NC5odG1s0gEA?oc=5,,2023-04-26T08:36:54Z,,de,google-news,Google News
Sportschau,Meisterrennen zwischen BVB und Bayern - vom Vorlegen und Nachziehen - Sportschau,,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LnNwb3J0c2NoYXUuZGUvZnVzc2JhbGwvYnVuZGVzbGlnYS9mdXNzYmFsbC1idW5kZXNsaWdhLW1laXN0ZXJzY2hhZnQtYm9ydXNzaWEtZG9ydG11bmQtZmMtYmF5ZXJuLXNwaWVscGxhbi0xMDAuaHRtbNIBAA?oc=5,,2023-04-26T08:23:23Z,,de,google-news,Google News
Süddeutsche Zeitung - SZ.de,Viessmann verkauft Wärmepumpen-Geschäft in die USA: Habeck prüft Verkauf - Süddeutsche Zeitung - SZ.de,,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnN1ZWRkZXV0c2NoZS5kZS93aXJ0c2NoYWZ0L3ZpZXNzbWFubi13YWVybWVwdW1wZW4tY2Fycmllci1nbG9iYWwtdXNhLWhhYmVjay12ZXJrYXVmLTEuNTgyMTc3MNIBAA?oc=5,,2023-04-26T07:51:11Z,,de,google-news,Google News
finanzen.net,Berichtssaison nimmt Fahrt auf: DAX tiefer -- Asiens Börsen uneinheitlich -- Google-Mutter Alphabet schl& - finanzen.net,,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmZpbmFuemVuLm5ldC9uYWNocmljaHQvYWt0aWVuL2hldXRlLWltLWZva3VzLTI2LTA0LTIwMjMtMTIzOTI3MTLSAQA?oc=5,,2023-04-26T07:47:08Z,,de,google-news,Google News
"VIP.de, Star News","Robbie Williams und Ayda Field sind auch ohne Sex glücklich - VIP.de, Star News",,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnZpcC5kZS9jbXMvcm9iYmllLXdpbGxpYW1zLXVuZC1heWRhLWZpZWxkLXNpbmQtYXVjaC1vaG5lLXNleC1nbHVlY2tsaWNoLTUwNDA3MDAuaHRtbNIBYGh0dHBzOi8vYW1wLnZpcC5kZS9jbXMvcm9iYmllLXdpbGxpYW1zLXVuZC1heWRhLWZpZWxkLXNpbmQtYXVjaC1vaG5lLXNleC1nbHVlY2tsaWNoLTUwNDA3MDAuaHRtbA?oc=5,,2023-04-26T07:39:52Z,,de,google-news,Google News
WEB.DE News,News zum Krieg in der Ukraine vom 25. April: Selenskyj fordert nach russischem Beschuss verschärfte Sanktionen - WEB.DE News,,https://news.google.com/rss/articles/CBMikQFodHRwczovL3dlYi5kZS9tYWdhemluZS9wb2xpdGlrL3J1c3NsYW5kLWtyaWVnLXVrcmFpbmUvbmV3cy1rcmllZy11a3JhaW5lLTI1LWFwcmlsLXNlbGVuc2t5ai1ydXNzaXNjaGVtLWJlc2NodXNzLXZlcnNjaGFlcmZ0ZS1zYW5rdGlvbmVuLTM4MTQxNDYw0gEA?oc=5,,2023-04-26T07:06:56Z,,de,google-news,Google News
n-tv NACHRICHTEN,"Sportwetten boomen: Deutsche rauchen weniger, zocken aber mehr - n-tv NACHRICHTEN",,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3Lm4tdHYuZGUvcGFub3JhbWEvRGV1dHNjaGUtcmF1Y2hlbi13ZW5pZ2VyLXpvY2tlbi1hYmVyLW1laHItYXJ0aWNsZTI0MDc5MjU2Lmh0bWzSAVtodHRwczovL2FtcC5uLXR2LmRlL3Bhbm9yYW1hL0RldXRzY2hlLXJhdWNoZW4td2VuaWdlci16b2NrZW4tYWJlci1tZWhyLWFydGljbGUyNDA3OTI1Ni5odG1s?oc=5,,2023-04-26T06:56:00Z,,de,google-news,Google News
Rheinische Post,Fortuna Düsseldorf: Kein Eintritt mehr bei Heimspielen - Rheinische Post,,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vcnAtb25saW5lLmRlL3Nwb3J0L2Z1c3NiYWxsL2ZvcnR1bmEvZm9ydHVuYS1kdWVzc2VsZG9yZi1rZWluLWVpbnRyaXR0LW1laHItYmVpLWhlaW1zcGllbGVuX2FpZC04OTE5ODIyN9IBAA?oc=5,,2023-04-26T06:54:00Z,,de,google-news,Google News
Tagesspiegel,Neue Puppenserie: Mattel stellt „Barbie-Puppe mit Down-Syndrom“ vor - Tagesspiegel,,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnRhZ2Vzc3BpZWdlbC5kZS9nZXNlbGxzY2hhZnQvYmFyYmllLW1pdC1kb3duLXN5bmRyb20tbWF0dGVsLXN0ZWxsdC1wdXBwZS1taXQtdHJpc29taWUtMjEtdm9yLTk3MTk0MTQuaHRtbNIBAA?oc=5,,2023-04-26T06:51:00Z,,de,google-news,Google News
news.5lejnews.com,طريقة عمل العصيدة السعودي - news.5lejnews.com,,https://news.google.com/rss/articles/CBMiqAFodHRwczovL25ld3MuNWxlam5ld3MuY29tLzY1NzkxLyVEOCVCNyVEOCVCMSVEOSU4QSVEOSU4MiVEOCVBOS0lRDglQjklRDklODUlRDklODQtJUQ4JUE3JUQ5JTg0JUQ4JUI5JUQ4JUI1JUQ5JThBJUQ4JUFGJUQ4JUE5LSVEOCVBNyVEOSU4NCVEOCVCMyVEOCVCOSVEOSU4OCVEOCVBRiVEOSU4QS_SAa4BaHR0cHM6Ly9uZXdzLjVsZWpuZXdzLmNvbS82NTc5MS8lRDglQjclRDglQjElRDklOEElRDklODIlRDglQTktJUQ4JUI5JUQ5JTg1JUQ5JTg0LSVEOCVBNyVEOSU4NCVEOCVCOSVEOCVCNSVEOSU4QSVEOCVBRiVEOCVBOS0lRDglQTclRDklODQlRDglQjMlRDglQjklRDklODglRDglQUYlRDklOEEvP2FtcD0x?oc=5,,2023-04-26T09:07:53Z,,eg,google-news,Google News
اليوم السابع,توم هانكس فى الزمالك.. مشاهير ونجوم عالميين زاروا مصر.. فيديو - اليوم السابع,,https://news.google.com/rss/articles/CBMi1wJodHRwczovL3d3dy55b3VtNy5jb20vc3RvcnkvMjAyMy80LzI2LyVEOCVBQSVEOSU4OCVEOSU4NS0lRDklODclRDglQTclRDklODYlRDklODMlRDglQjMtJUQ5JTgxJUQ5JTg5LSVEOCVBNyVEOSU4NCVEOCVCMiVEOSU4NSVEOCVBNyVEOSU4NCVEOSU4My0lRDklODUlRDglQjQlRDglQTclRDklODclRDklOEElRDglQjEtJUQ5JTg4JUQ5JTg2JUQ4JUFDJUQ5JTg4JUQ5JTg1LSVEOCVCOSVEOCVBNyVEOSU4NCVEOSU4NSVEOSU4QSVEOSU4QSVEOSU4Ni0lRDglQjIlRDglQTclRDglQjElRDklODglRDglQTctJUQ5JTg1JUQ4JUI1JUQ4JUIxLSVEOSU4MSVEOSU4QSVEOCVBRiVEOSU4QSVEOSU4OC82MTYwOTQ30gHTAmh0dHBzOi8vbS55b3VtNy5jb20vYW1wLzIwMjMvNC8yNi8lRDglQUElRDklODglRDklODUtJUQ5JTg3JUQ4JUE3JUQ5JTg2JUQ5JTgzJUQ4JUIzLSVEOSU4MSVEOSU4OS0lRDglQTclRDklODQlRDglQjIlRDklODUlRDglQTclRDklODQlRDklODMtJUQ5JTg1JUQ4JUI0JUQ4JUE3JUQ5JTg3JUQ5JThBJUQ4JUIxLSVEOSU4OCVEOSU4NiVEOCVBQyVEOSU4OCVEOSU4NS0lRDglQjklRDglQTclRDklODQlRDklODUlRDklOEElRDklOEElRDklODYtJUQ4JUIyJUQ4JUE3JUQ4JUIxJUQ5JTg4JUQ4JUE3LSVEOSU4NSVEOCVCNSVEOCVCMS0lRDklODElRDklOEElRDglQUYlRDklOEElRDklODgvNjE2MDk0Nw?oc=5,,2023-04-26T08:56:00Z,,eg,google-news,Google News
Sky News Arabia سكاي نيوز عربية,الجيش السوداني يكشف الأسماء.. البشير وآخرون في مستشفى علياء - Sky News Arabia سكاي نيوز عربية,,https://news.google.com/rss/articles/CBMi3wJodHRwczovL3d3dy5za3luZXdzYXJhYmlhLmNvbS9taWRkbGUtZWFzdC8xNjE1Nzk0LSVEOCVBNyVEOSU4NCVEOCVBQyVEOSU4QSVEOCVCNC0lRDglQTclRDklODQlRDglQjMlRDklODglRDglQUYlRDglQTclRDklODYlRDklOEEtJUQ5JThBJUQ5JTgzJUQ4JUI0JUQ5JTgxLSVEOCVBNyVEOSU4NCVEOCVBNyVEOSU5NCVEOCVCMyVEOSU4NSVEOCVBNyVEOCVBMS0lRDglQTclRDklODQlRDglQTglRDglQjQlRDklOEElRDglQjEtJUQ5JTg4JUQ4JUE3JUQ5JTkzJUQ4JUFFJUQ4JUIxJUQ5JTg4JUQ5JTg2LSVEOSU4NSVEOCVCMyVEOCVBQSVEOCVCNCVEOSU4MSVEOSU4OS0lRDglQjklRDklODQlRDklOEElRDglQTclRDglQTHSAeMCaHR0cHM6Ly93d3cuc2t5bmV3c2FyYWJpYS5jb20vYW1wL21pZGRsZS1lYXN0LzE2MTU3OTQtJUQ4JUE3JUQ5JTg0JUQ4JUFDJUQ5JThBJUQ4JUI0LSVEOCVBNyVEOSU4NCVEOCVCMyVEOSU4OCVEOCVBRiVEOCVBNyVEOSU4NiVEOSU4QS0lRDklOEElRDklODMlRDglQjQlRDklODEtJUQ4JUE3JUQ5JTg0JUQ4JUE3JUQ5JTk0JUQ4JUIzJUQ5JTg1JUQ4JUE3JUQ4JUExLSVEOCVBNyVEOSU4NCVEOCVBOCVEOCVCNCVEOSU4QSVEOCVCMS0lRDklODglRDglQTclRDklOTMlRDglQUUlRDglQjElRDklODglRDklODYtJUQ5JTg1JUQ4JUIzJUQ4JUFBJUQ4JUI0JUQ5JTgxJUQ5JTg5LSVEOCVCOSVEOSU4NCVEOSU4QSVEOCVBNyVEOCVBMQ?oc=5,,2023-04-26T08:39:03Z,,eg,google-news,Google News
اليوم السابع,سعر الدولار اليوم الأربعاء 26-4-2023 أمام الجنيه المصرى - اليوم السابع,,https://news.google.com/rss/articles/CBMiqAJodHRwczovL3d3dy55b3VtNy5jb20vc3RvcnkvMjAyMy80LzI2LyVEOCVCMyVEOCVCOSVEOCVCMS0lRDglQTclRDklODQlRDglQUYlRDklODglRDklODQlRDglQTclRDglQjEtJUQ4JUE3JUQ5JTg0JUQ5JThBJUQ5JTg4JUQ5JTg1LSVEOCVBNyVEOSU4NCVEOCVBMyVEOCVCMSVEOCVBOCVEOCVCOSVEOCVBNyVEOCVBMS0yNi00LTIwMjMtJUQ4JUEzJUQ5JTg1JUQ4JUE3JUQ5JTg1LSVEOCVBNyVEOSU4NCVEOCVBQyVEOSU4NiVEOSU4QSVEOSU4Ny0lRDglQTclRDklODQlRDklODUlRDglQjUlRDglQjElRDklODkvNjE2MTA1M9IBpAJodHRwczovL20ueW91bTcuY29tL2FtcC8yMDIzLzQvMjYvJUQ4JUIzJUQ4JUI5JUQ4JUIxLSVEOCVBNyVEOSU4NCVEOCVBRiVEOSU4OCVEOSU4NCVEOCVBNyVEOCVCMS0lRDglQTclRDklODQlRDklOEElRDklODglRDklODUtJUQ4JUE3JUQ5JTg0JUQ4JUEzJUQ4JUIxJUQ4JUE4JUQ4JUI5JUQ4JUE3JUQ4JUExLTI2LTQtMjAyMy0lRDglQTMlRDklODUlRDglQTclRDklODUtJUQ4JUE3JUQ5JTg0JUQ4JUFDJUQ5JTg2JUQ5JThBJUQ5JTg3LSVEOCVBNyVEOSU4NCVEOSU4NSVEOCVCNSVEOCVCMSVEOSU4OS82MTYxMDUz?oc=5,,2023-04-26T08:36:00Z,,eg,google-news,Google News
Masrawy - مصراوي,سعر الذهب اليوم الأربعاء في مصر يتراجع مع بداية التعاملات - Masrawy - مصراوي,,https://news.google.com/rss/articles/CBMi7QJodHRwczovL3d3dy5tYXNyYXd5LmNvbS9uZXdzL25ld3NfZWNvbm9teS9kZXRhaWxzLzIwMjMvNC8yNi8yNDA0MjU4LyVEOCVCMyVEOCVCOSVEOCVCMS0lRDglQTclRDklODQlRDglQjAlRDklODclRDglQTgtJUQ4JUE3JUQ5JTg0JUQ5JThBJUQ5JTg4JUQ5JTg1LSVEOCVBNyVEOSU4NCVEOCVBMyVEOCVCMSVEOCVBOCVEOCVCOSVEOCVBNyVEOCVBMS0lRDklODElRDklOEEtJUQ5JTg1JUQ4JUI1JUQ4JUIxLSVEOSU4QSVEOCVBQSVEOCVCMSVEOCVBNyVEOCVBQyVEOCVCOS0lRDklODUlRDglQjktJUQ4JUE4JUQ4JUFGJUQ4JUE3JUQ5JThBJUQ4JUE5LSVEOCVBNyVEOSU4NCVEOCVBQSVEOCVCOSVEOCVBNyVEOSU4NSVEOSU4NCVEOCVBNyVEOCVBQdIB8QJodHRwczovL3d3dy5tYXNyYXd5LmNvbS9uZXdzL25ld3NfZWNvbm9teS9kZXRhaWxzLzIwMjMvNC8yNi8yNDA0MjU4LyVEOCVCMyVEOCVCOSVEOCVCMS0lRDglQTclRDklODQlRDglQjAlRDklODclRDglQTgtJUQ4JUE3JUQ5JTg0JUQ5JThBJUQ5JTg4JUQ5JTg1LSVEOCVBNyVEOSU4NCVEOCVBMyVEOCVCMSVEOCVBOCVEOCVCOSVEOCVBNyVEOCVBMS0lRDklODElRDklOEEtJUQ5JTg1JUQ4JUI1JUQ4JUIxLSVEOSU4QSVEOCVBQSVEOCVCMSVEOCVBNyVEOCVBQyVEOCVCOS0lRDklODUlRDglQjktJUQ4JUE4JUQ4JUFGJUQ4JUE3JUQ5JThBJUQ4JUE5LSVEOCVBNyVEOSU4NCVEOCVBQSVEOCVCOSVEOCVBNyVEOSU4NSVEOSU4NCVEOCVBNyVEOCVBQT9hbXA?oc=5,,2023-04-26T08:19:00Z,,eg,google-news,Google News
العربية DW,"فشل إنزال مركبة تحمل الإماراتي ""راشد"" على سطح القمر وترجيح تحطمها - العربية DW",,https://news.google.com/rss/articles/CBMi6QJodHRwczovL3d3dy5kdy5jb20vYXIvJUQ5JTgxJUQ4JUI0JUQ5JTg0LSVEOCVBNSVEOSU4NiVEOCVCMiVEOCVBNyVEOSU4NC0lRDklODUlRDglQjElRDklODMlRDglQTglRDglQTktJUQ4JUFBJUQ4JUFEJUQ5JTg1JUQ5JTg0LSVEOCVBNyVEOSU4NCVEOCVBNSVEOSU4NSVEOCVBNyVEOCVCMSVEOCVBNyVEOCVBQSVEOSU4QS0lRDglQjElRDglQTclRDglQjQlRDglQUYtJUQ4JUI5JUQ5JTg0JUQ5JTg5LSVEOCVCMyVEOCVCNyVEOCVBRC0lRDglQTclRDklODQlRDklODIlRDklODUlRDglQjEtJUQ5JTg4JUQ4JUFBJUQ4JUIxJUQ4JUFDJUQ5JThBJUQ4JUFELSVEOCVBQSVEOCVBRCVEOCVCNyVEOSU4NSVEOSU4NyVEOCVBNy9hLTY1NDM1NjI20gHpAmh0dHBzOi8vYW1wLmR3LmNvbS9hci8lRDklODElRDglQjQlRDklODQtJUQ4JUE1JUQ5JTg2JUQ4JUIyJUQ4JUE3JUQ5JTg0LSVEOSU4NSVEOCVCMSVEOSU4MyVEOCVBOCVEOCVBOS0lRDglQUElRDglQUQlRDklODUlRDklODQtJUQ4JUE3JUQ5JTg0JUQ4JUE1JUQ5JTg1JUQ4JUE3JUQ4JUIxJUQ4JUE3JUQ4JUFBJUQ5JThBLSVEOCVCMSVEOCVBNyVEOCVCNCVEOCVBRi0lRDglQjklRDklODQlRDklODktJUQ4JUIzJUQ4JUI3JUQ4JUFELSVEOCVBNyVEOSU4NCVEOSU4MiVEOSU4NSVEOCVCMS0lRDklODglRDglQUElRDglQjElRDglQUMlRDklOEElRDglQUQtJUQ4JUFBJUQ4JUFEJUQ4JUI3JUQ5JTg1JUQ5JTg3JUQ4JUE3L2EtNjU0MzU2MjY?oc=5,,2023-04-26T07:11:17Z,,eg,google-news,Google News
